Title,URL,Abstract,Study type,Single arm/treatment Exclusion,Protocol only,Observational study,Treatment,Comparator 1,Comparator 2,Comparator 3,Population,Primary outcome,
immobility in the forced swim test was reversed both by a GABAB agonist
(SKF97541, 0.025 or 0.05_mg/kg), a positive allosteric modulator of GABAB
receptor (racBHFF, 5 or 10_mg/kg) and by a 5-HT1A agonist ((R)-(+)-8-OH-DPAT 0.01
or 0.025_mg/kg). Our research supports the hypothesis that changes in the levels 
of GABA and/or 5-HT1A receptors may contribute to the schizophrenia-like
phenotype, and GABAergic and serotonergic agents may be good candidates for
treating negative symptoms of schizophrenia.",N,,,,,,,,,,

Investigating the association of ventral and dorsal striatal dysfunction during reward anticipation with negative symptoms in patients with schizophrenia and healthy individuals.,/pubmed/29912880,"BACKGROUND: Negative symptoms are a core feature of schizophrenia and also found 
in healthy individuals in subclinical forms. According to the current literature 
the two negative symptom domains, apathy and diminished expression may have
different underlying neural mechanisms. Previous observations suggest that
striatal dysfunction is associated with apathy in schizophrenia. However, it is
unclear whether apathy is specifically related to ventral or dorsal striatal
alterations. Here, we investigated striatal dysfunction during reward
anticipation in patients with schizophrenia and a non-clinical population, to
determine whether it is associated with apathy.
METHODS: Chronic schizophrenia patients (n = 16) and healthy controls (n = 23)
underwent an event- related functional MRI, while performing a variant of the
Monetary Incentive Delay Task. The two negative symptom domains were assessed in 
both groups using the Brief Negative Symptoms Scale.
RESULTS: In schizophrenia patients, we saw a strong negative correlation between 
apathy and ventral and dorsal striatal activation during reward anticipation. In 
contrast, there was no correlation with diminished expression. In healthy
controls, apathy was not correlated with ventral or dorsal striatal activation
during reward anticipation.
CONCLUSION: This study replicates our previous findings of a correlation between 
ventral striatal activity and apathy but not diminished expression in chronic
schizophrenia patients. The association between apathy and reduced dorsal
striatal activity during reward anticipation suggests that impaired
action-outcome selection is involved in the pathophysiology of motivational
deficits in schizophrenia.",N,,,,,,,,,,

Analysis of Clozapine Use and Safety by Using Comprehensive National Data From the Japanese Clozapine Patient Monitoring Service.,/pubmed/29912802,"OBJECTIVE: The aim of this study was to investigate clozapine use and its
associated adverse effects in patients in Japan.
METHODS: We analyzed data recorded from July 2009 to January 2016 (N = 3780
patients) in the Clozaril Patient Monitoring Service, which was established in
Japan in 2009 and includes all Japanese patients who have been prescribed
clozapine.
RESULTS: The treatment discontinuation rate was 23.9% (869/3780 cases). The
average ± SD treatment duration was 234.9 ± 306.9 days (median, 115 days), and
the average ± SD dosage was 186.41 ± 151.6 mg/d. The estimated treatment
continuation rates resulting from all-cause discontinuation were 78.2 after 1
year and 72.9% after 2 years of treatment. The incidence of
neutropenia/leucopenia was 5.4% (206/3780 cases). The average ± SD dose before
discontinuation was 233.36 ± 168.15 mg (median, 200 mg; range, 4-600 mg). The
incidence of glucose intolerance was 15.4% (583/3780 cases). Of 3780 patients, 98
(2.67%) developed glucose intolerance before and after taking clozapine
administration, whereas 485 patients (12.8%) developed glucose intolerance after 
taking clozapine. The average ± SD time from treatment initiation to new onset of
glucose intolerance was 382.2 ± 420.2 days (median, 216 days; range, 4-2053
days).
CONCLUSIONS: The data obtained in this study, particularly regarding the
incidence of clozapine-induced adverse events, will enable the optimal and safe
use of clozapine in Japanese patients with treatment-resistant schizophrenia.",N,,,Y,,,,,,,

Adjunct Aripiprazole Reduces Prolactin and Prolactin-Related Adverse Effects in Premenopausal Women With Psychosis: Results From the DAAMSEL Clinical Trial.,/pubmed/29912799,"PURPOSE/BACKGROUND: Prolactin-related adverse effects contribute to nonadherence 
and adverse health consequences, particularly in women with severe mental
illness. Treating these adverse effects may improve treatment acceptability,
adherence, and long-term outcomes.
METHODS/PROCEDURES: Premenopausal women with a Diagnostic and Statistical Manual 
of Mental Disorders, Fourth Edition, Text Revision diagnosis of schizophrenia,
schizoaffective disorder, or bipolar disorder were recruited for a randomized,
double-blind, placebo-controlled 16-week trial of adjunct aripiprazole (5-15
mg/d). Participants had elevated prolactin (>24 ng/mL) and were experiencing
galactorrhea, amenorrhea, oligomenorrhea, or sexual dysfunction on a
prolactin-elevating antipsychotic. Participants were evaluated biweekly for
prolactin elevation and galactorrhea and completed a menstrual diary review.
Psychiatric symptoms and adverse effects were closely monitored.
FINDINGS/RESULTS: Forty-six women were randomized (n = 25 aripiprazole, n = 21
placebo). Thirty-seven completed at least 8 weeks of the study (n = 20 [80%]
aripiprazole and n = 17 [81%] placebo). Aripiprazole (mean dose, 11.7 ± 2.4 mg/d)
was effective for lowering prolactin relative to placebo (P = 0.04). In addition,
45% (9/20) of the aripiprazole group had a normalized prolactin (<24 mg/mL)
compared with 12% (2/17) of the placebo group (P = 0.028). Galactorrhea resolved 
in 77% (10/13) of the aripiprazole-treated participants compared with 33% (4/12) 
in the placebo group (P = 0.028). Normalization of sexual function (<16 on the
Arizona Sexual Experience Scale) occurred in 50% on aripiprazole (7/14) versus 9%
(1/11) on placebo (P = 0.030). No differences between groups in symptoms or
adverse effects were noted. Overall, women rated a mean score of 4.6 ± 0.6 on a
5-point Likert scale for sexual function improvement, suggesting their particular
satisfaction with improvement in this domain.
